alocacao_id,auditor_id,projeto_id,nivel_num,anos_experiencia,n_skills_auditor,n_setores_exp,n_certificacoes,disponibilidade_pct,ingles,espanhol,performance_media,complexidade_num,nivel_min_num,n_skills_requeridas,n_certs_requeridas,duracao_dias,ingles_requerido,nivel_gap,skills_overlap,skills_match_pct,nivel_match,setor_match,cert_match,fit_score,aud_skill_IFRS,req_skill_IFRS,match_skill_IFRS,aud_skill_USGAAP,req_skill_USGAAP,match_skill_USGAAP,aud_skill_BRGAAP,req_skill_BRGAAP,match_skill_BRGAAP,aud_skill_SOX,req_skill_SOX,match_skill_SOX,aud_skill_COSO,req_skill_COSO,match_skill_COSO,aud_skill_CISA,req_skill_CISA,match_skill_CISA,aud_skill_ISO27001,req_skill_ISO27001,match_skill_ISO27001,aud_skill_Auditoria_Financeira,req_skill_Auditoria_Financeira,match_skill_Auditoria_Financeira,aud_skill_Auditoria_Operacional,req_skill_Auditoria_Operacional,match_skill_Auditoria_Operacional,aud_skill_Auditoria_TI,req_skill_Auditoria_TI,match_skill_Auditoria_TI,aud_skill_Auditoria_Fiscal,req_skill_Auditoria_Fiscal,match_skill_Auditoria_Fiscal,aud_skill_Auditoria_Compliance,req_skill_Auditoria_Compliance,match_skill_Auditoria_Compliance,aud_skill_Forensics_Antilavagem,req_skill_Forensics_Antilavagem,match_skill_Forensics_Antilavagem,aud_skill_ESG_Sustentabilidade,req_skill_ESG_Sustentabilidade,match_skill_ESG_Sustentabilidade,aud_skill_Gestao_Riscos,req_skill_Gestao_Riscos,match_skill_Gestao_Riscos,aud_cert_CPA,req_cert_CPA,aud_cert_CIA,req_cert_CIA,aud_cert_CISA,req_cert_CISA,aud_cert_CFE,req_cert_CFE,aud_cert_CRC,req_cert_CRC,aud_cert_ACCA,req_cert_ACCA,aud_cert_CFA,req_cert_CFA
ALOC-01119,AUD-0082,PRJ-0232,2,9,8,4,3,91.0,1,0,3.81,0,0,2,0,6,0,2,1,0.5,0.9,1.0,1.0,0.7722,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
ALOC-01120,AUD-0150,PRJ-0150,1,6,6,3,0,10.8,0,0,3.79,3,4,5,3,74,1,-3,1,0.2,0.0,0.0,0.0,0.099,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
ALOC-01121,AUD-0029,PRJ-0287,0,0,2,2,1,30.9,0,0,3.26,2,2,5,2,25,1,-2,1,0.2,0.2,0.0,0.0,0.1487,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
ALOC-01122,AUD-0068,PRJ-0162,1,2,4,3,1,67.9,0,1,3.48,2,2,5,2,55,1,-1,3,0.6,0.6,0.0,0.5,0.5068,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
ALOC-01123,AUD-0047,PRJ-0086,2,5,7,2,1,16.3,1,0,3.57,1,1,3,1,22,0,1,1,0.3333,0.95,1.0,0.0,0.5039,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
ALOC-01124,AUD-0085,PRJ-0233,4,22,11,1,5,19.2,1,0,4.71,1,1,5,1,22,1,3,4,0.8,0.85,0.0,1.0,0.7508,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0
ALOC-01125,AUD-0034,PRJ-0160,4,22,12,1,5,35.5,1,0,4.7,1,1,3,1,21,0,3,2,0.6667,0.85,1.0,0.0,0.6025,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0
ALOC-01126,AUD-0082,PRJ-0236,2,9,8,4,3,91.0,1,0,3.81,1,2,4,1,21,0,0,2,0.5,1.0,0.0,1.0,0.6427,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1
ALOC-01127,AUD-0123,PRJ-0168,1,2,7,1,2,22.3,1,1,3.82,2,3,4,2,25,1,-2,2,0.5,0.2,0.0,0.0,0.2726,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
ALOC-01128,AUD-0043,PRJ-0289,3,13,8,2,3,34.6,0,0,4.0,1,2,5,1,22,0,1,5,1.0,0.95,1.0,0.0,0.7753,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0
ALOC-01129,AUD-0193,PRJ-0107,3,14,10,3,3,86.4,1,0,3.99,1,1,5,1,23,0,2,4,0.8,0.9,1.0,1.0,0.9018,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
ALOC-01130,AUD-0021,PRJ-0206,3,16,9,4,2,94.8,1,1,4.58,0,0,2,0,5,0,3,1,0.5,0.85,1.0,1.0,0.712,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
ALOC-01131,AUD-0036,PRJ-0150,2,9,8,3,3,81.0,1,0,3.43,3,4,5,3,74,1,-2,2,0.4,0.2,0.0,0.6667,0.4234,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1
ALOC-01132,AUD-0108,PRJ-0023,4,25,12,2,3,23.9,1,1,4.76,2,3,5,2,73,1,1,4,0.8,0.95,0.0,0.0,0.5473,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1
ALOC-01133,AUD-0125,PRJ-0101,1,5,4,1,1,92.3,1,1,3.24,0,1,2,0,14,0,0,1,0.5,1.0,0.0,1.0,0.6986,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ALOC-01134,AUD-0192,PRJ-0287,0,1,2,1,0,38.5,0,0,2.85,2,2,5,2,25,1,-2,2,0.4,0.2,0.0,0.0,0.2392,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ALOC-01135,AUD-0192,PRJ-0027,0,1,2,1,0,38.5,0,0,2.85,0,1,3,0,10,0,-1,0,0.0,0.6,0.0,1.0,0.3679,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALOC-01136,AUD-0189,PRJ-0098,1,4,4,1,0,50.0,1,1,3.61,1,1,5,1,16,0,0,2,0.4,1.0,0.0,0.0,0.5034,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ALOC-01137,AUD-0190,PRJ-0215,0,0,4,2,1,48.2,1,1,2.82,1,2,4,1,21,0,-2,2,0.5,0.2,0.0,0.0,0.3275,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ALOC-01138,AUD-0076,PRJ-0192,1,5,7,1,1,36.2,1,0,3.6,2,2,6,2,50,1,-1,3,0.5,0.6,0.0,0.5,0.4078,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
ALOC-01139,AUD-0085,PRJ-0008,4,22,11,1,5,19.2,1,0,4.71,1,1,3,1,15,1,3,2,0.6667,0.85,0.0,0.0,0.5213,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0
ALOC-01140,AUD-0077,PRJ-0077,4,21,12,4,5,63.6,1,1,4.74,0,1,2,0,9,1,3,2,1.0,0.85,1.0,1.0,0.9978,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
ALOC-01141,AUD-0159,PRJ-0152,2,6,6,4,1,67.1,1,0,4.36,2,3,5,2,43,1,-1,1,0.2,0.6,1.0,0.0,0.4243,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
ALOC-01142,AUD-0102,PRJ-0217,0,1,4,1,0,47.3,1,1,2.44,1,2,3,1,30,0,-2,2,0.6667,0.2,0.0,0.0,0.4244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ALOC-01143,AUD-0090,PRJ-0094,1,3,7,1,2,43.8,1,0,4.0,1,2,4,1,18,0,-1,2,0.5,0.6,0.0,0.0,0.4167,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
ALOC-01144,AUD-0103,PRJ-0213,1,2,6,1,1,59.0,0,1,3.47,2,3,6,2,24,1,-2,2,0.3333,0.2,0.0,0.0,0.2342,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
ALOC-01145,AUD-0069,PRJ-0267,1,6,5,2,2,17.8,1,0,4.06,2,2,4,2,31,1,-1,2,0.5,0.6,0.0,0.0,0.3807,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
ALOC-01146,AUD-0094,PRJ-0061,1,4,5,3,2,85.5,1,0,3.04,2,2,5,2,41,1,-1,1,0.2,0.6,0.0,0.0,0.3017,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
ALOC-01147,AUD-0088,PRJ-0107,0,0,3,2,0,70.0,1,1,2.56,1,1,5,1,23,0,-1,1,0.2,0.6,0.0,0.0,0.2932,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ALOC-01148,AUD-0187,PRJ-0128,2,9,8,2,2,55.0,1,0,2.83,0,0,3,0,21,0,2,2,0.6667,0.9,1.0,1.0,0.7066,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
ALOC-01149,AUD-0094,PRJ-0184,1,4,5,3,2,85.5,1,0,3.04,2,3,6,2,29,1,-2,3,0.5,0.2,0.0,0.5,0.3714,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0
ALOC-01150,AUD-0007,PRJ-0056,1,4,6,3,0,59.8,1,1,3.57,0,0,2,0,9,0,1,1,0.5,0.95,0.0,1.0,0.6767,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALOC-01151,AUD-0188,PRJ-0108,2,8,8,3,2,27.1,1,1,3.55,0,1,3,0,18,0,1,1,0.3333,0.95,1.0,1.0,0.7078,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
ALOC-01152,AUD-0043,PRJ-0135,3,13,8,2,3,34.6,0,0,4.0,0,0,4,0,6,0,3,1,0.25,0.85,0.0,1.0,0.5317,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
ALOC-01153,AUD-0080,PRJ-0020,1,6,6,3,0,72.5,1,0,3.07,0,1,2,0,6,0,0,1,0.5,1.0,1.0,1.0,0.7947,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALOC-01154,AUD-0093,PRJ-0105,3,17,8,2,4,50.1,1,0,4.49,3,4,5,3,32,1,-1,3,0.6,0.6,0.0,0.3333,0.455,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1
ALOC-01155,AUD-0013,PRJ-0103,2,9,9,1,2,71.4,0,1,3.56,1,2,5,1,17,1,0,4,0.8,1.0,0.0,0.0,0.5201,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
ALOC-01156,AUD-0071,PRJ-0038,1,3,5,3,2,3.8,1,1,3.46,0,0,4,0,10,0,1,1,0.25,0.95,0.0,1.0,0.52,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ALOC-01157,AUD-0061,PRJ-0113,1,3,5,2,0,36.7,1,1,2.85,3,3,7,3,41,1,-2,2,0.2857,0.2,0.0,0.0,0.1984,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
ALOC-01158,AUD-0179,PRJ-0249,3,14,10,1,3,80.7,1,0,4.06,2,3,6,2,20,1,0,5,0.8333,1.0,1.0,1.0,0.9223,1,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0
ALOC-01159,AUD-0046,PRJ-0093,1,4,4,3,1,50.1,1,1,3.2,0,1,3,0,16,1,0,1,0.3333,1.0,0.0,1.0,0.5186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ALOC-01160,AUD-0058,PRJ-0246,0,1,3,1,0,86.8,0,0,3.51,1,1,3,1,11,0,-1,0,0.0,0.6,1.0,0.0,0.3738,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ALOC-01161,AUD-0006,PRJ-0147,0,0,5,2,0,18.7,1,0,2.27,1,1,3,1,8,0,-1,1,0.3333,0.6,0.0,0.0,0.3086,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ALOC-01162,AUD-0051,PRJ-0188,4,21,10,1,3,46.7,1,1,4.84,3,3,5,3,35,1,1,2,0.4,0.95,0.0,0.6667,0.5408,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0
ALOC-01163,AUD-0176,PRJ-0078,0,1,2,1,1,25.5,0,0,3.06,0,1,4,0,7,0,-1,1,0.25,0.6,0.0,1.0,0.4685,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ALOC-01164,AUD-0033,PRJ-0115,4,22,13,4,4,70.4,1,1,3.69,2,2,4,2,75,1,2,4,1.0,0.9,0.0,1.0,0.8014,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0
ALOC-01165,AUD-0187,PRJ-0056,2,9,8,2,2,55.0,1,0,2.83,0,0,2,0,9,0,2,0,0.0,0.9,0.0,1.0,0.4126,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
ALOC-01166,AUD-0179,PRJ-0164,3,14,10,1,3,80.7,1,0,4.06,2,2,5,2,12,1,1,4,0.8,0.95,0.0,0.0,0.5854,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
ALOC-01167,AUD-0163,PRJ-0083,2,7,6,3,2,76.7,1,0,4.31,3,4,7,3,44,1,-2,3,0.4286,0.2,0.0,0.0,0.2981,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0
ALOC-01168,AUD-0143,PRJ-0057,4,21,12,1,3,37.0,1,1,4.65,1,2,5,1,38,0,2,4,0.8,0.9,0.0,0.0,0.5688,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0
ALOC-01169,AUD-0166,PRJ-0007,2,8,7,4,1,37.2,1,0,4.16,0,1,4,0,6,1,1,1,0.25,0.95,1.0,1.0,0.6819,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ALOC-01170,AUD-0015,PRJ-0219,1,3,6,2,2,13.2,0,0,3.47,0,1,4,0,14,0,0,2,0.5,1.0,0.0,1.0,0.5888,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
ALOC-01171,AUD-0071,PRJ-0207,1,3,5,3,2,3.8,1,1,3.46,2,2,4,2,71,1,-1,0,0.0,0.6,1.0,0.5,0.3975,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1
ALOC-01172,AUD-0134,PRJ-0268,1,2,7,3,2,82.4,1,1,3.76,1,2,4,1,13,0,-1,2,0.5,0.6,0.0,0.0,0.3631,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
ALOC-01173,AUD-0069,PRJ-0230,1,6,5,2,2,17.8,1,0,4.06,2,2,5,2,27,1,-1,1,0.2,0.6,0.0,0.0,0.2944,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0
ALOC-01174,AUD-0101,PRJ-0193,1,5,5,2,0,75.5,0,0,2.89,0,0,3,0,10,0,1,0,0.0,0.95,0.0,1.0,0.4001,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALOC-01175,AUD-0127,PRJ-0056,0,1,4,1,0,46.4,1,0,3.81,0,0,2,0,9,0,0,1,0.5,1.0,0.0,1.0,0.6264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALOC-01176,AUD-0023,PRJ-0230,2,8,7,2,3,16.1,1,1,3.32,2,2,5,2,27,1,0,1,0.2,1.0,0.0,0.5,0.4577,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0
ALOC-01177,AUD-0058,PRJ-0200,0,1,3,1,0,86.8,0,0,3.51,1,1,4,1,22,0,-1,2,0.5,0.6,0.0,0.0,0.4369,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ALOC-01178,AUD-0059,PRJ-0030,2,10,8,3,2,23.3,0,0,4.4,1,1,3,1,36,0,1,2,0.6667,0.95,0.0,1.0,0.6618,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0
ALOC-01179,AUD-0047,PRJ-0252,2,5,7,2,1,16.3,1,0,3.57,1,1,4,1,17,0,1,4,1.0,0.95,0.0,0.0,0.6639,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
ALOC-01180,AUD-0126,PRJ-0113,1,2,4,3,1,90.1,1,1,3.47,3,3,7,3,41,1,-2,3,0.4286,0.2,1.0,0.0,0.4677,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0
ALOC-01181,AUD-0148,PRJ-0109,3,12,11,1,2,61.5,0,1,3.98,2,3,6,2,31,1,0,4,0.6667,1.0,0.0,0.5,0.5834,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0
ALOC-01182,AUD-0048,PRJ-0018,1,4,4,2,1,21.3,1,0,3.08,2,2,5,2,64,1,-1,0,0.0,0.6,0.0,0.5,0.2226,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
ALOC-01183,AUD-0031,PRJ-0195,0,0,4,2,0,39.4,1,0,2.83,1,1,3,1,27,0,-1,2,0.6667,0.6,0.0,0.0,0.4126,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
